model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24278145.96331951,6689,-0.21280419368099707,0.06505070792805533,-3.2713586132890957,0.0010703209233619846,-0.34030123838881965,-0.08530714897317448,0.808314394788307,0.7115559425087733,0.9182302076184701,Unadjusted,postest
0,"ns(tstop, 3)1","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)1",13575145.125680074,1098,-0.8544046026804586,0.18662769501619134,-4.578123319833815,4.6916608842530506e-6,-1.2201881634299188,-0.4886210419309983,0.42553647895026686,0.2951746206292449,0.6134717630240939,Unadjusted,postest
0,"ns(tstop, 3)2","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)2",24278145.96331951,6689,1.3694613557414579,0.25653321189004646,5.338339412864901,9.380173613432725e-8,0.8666654995985845,1.8722572118843313,3.9332315122071946,2.3789649534909487,6.502958400424606,Unadjusted,postest
0,"ns(tstop, 3)3","ns(tstop, 3)","ns(tstop, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop, 3)3",2833117.049960008,130,2.401777182664631,0.40560255189602756,5.92150412130618,3.1901030993093213e-9,1.606810788910879,3.196743576418383,11.042783996611357,4.986881621728974,24.45277182126847,Unadjusted,postest
0,"ns(tstop_calendar, 3)1","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)1",16131523.731400168,1337,-3.4144116644189983,0.14608664119438913,-23.372511247456476,8.13748378771558e-121,-3.7007362197824265,-3.12808710905557,0.03289575475236671,0.02470533121973415,0.04380150466727892,Unadjusted,postest
0,"ns(tstop_calendar, 3)2","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)2",24278145.96331951,6689,-6.8126043008820885,0.20881614741616566,-32.624892208669706,1.819800036958959e-233,-7.22187642920818,-6.403332172555997,0.0010998248920644068,7.304305309748699e-4,0.0016560298918366276,Unadjusted,postest
0,"ns(tstop_calendar, 3)3","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)3",5785501.954359967,247,-3.6663857571207292,0.2065195819095398,-17.75321121232314,1.6277464721919782e-70,-4.071156699765697,-3.2616148144757617,0.02556871469382085,0.017057646516178988,0.038326457901090086,Unadjusted,postest
0,"vax1_az:ns(tstop, 3)1","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)1",13575145.125680074,1098,0.49985048262291176,0.28551312771159176,1.7507092813183383,0.07999599988327616,-0.05974496480519287,1.0594459300510164,1.6484747766482148,0.9420047473157097,2.88477218080795,Unadjusted,postest
0,"vax1_az:ns(tstop, 3)2","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)2",24278145.96331951,6689,0.4378422336197843,0.4158934596596097,1.0527749918888811,0.292444129167198,-0.37729396871881243,1.252978435958381,1.5493604511464985,0.6857144656612731,3.50075421737228,Unadjusted,postest
0,"vax1_az:ns(tstop, 3)3","vax1_az:ns(tstop, 3)","vax1_az * ns(tstop, 3)",NA,interaction,NA,NA,NA,NA,"vax1_az * ns(tstop, 3)3",2833117.049960008,130,-0.1618794688448761,0.7009518239244509,-0.2309423605442014,0.8173595811573826,-1.535719798634461,1.2119608609447088,0.850543715378732,0.21530066225894387,3.3600668208822726,Unadjusted,postest
