model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome
0,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24278145.96331951,6689,-0.2023139686674762,0.06537776069122371,-3.094538058943257,0.001971196426318015,-0.3304520250121531,-0.07417591232279927,0.8168384260054018,0.7185988353591443,0.9285083434146034,Unadjusted,postest
0,timesincevax_pw1-7,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,2460206.630720007,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,Unadjusted,postest
0,timesincevax_pw8-14,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,2432275.7506400067,2157,0.4995553040259144,0.03829274291545989,13.045691324040133,6.724425045692559e-39,0.4245029070423617,0.5746077010094671,1.6479882539855293,1.5288302599883565,1.7764334971332638,Unadjusted,postest
0,timesincevax_pw15-21,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,2409996.0054400065,834,-0.1157640463789122,0.05594581434826475,-2.0692172904710397,0.03852570090348497,-0.2254158275872753,-0.006112265170549122,0.8906853589410567,0.7981842427139128,0.9939063767214745,Unadjusted,postest
0,timesincevax_pw22-28,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,2385802.8931600065,436,-0.3365594378703427,0.07205974342508557,-4.670561146533017,3.0037805131624955e-6,-0.4777939397187073,-0.19532493602197806,0.714223430394849,0.6201499720945475,0.8225673328696274,Unadjusted,postest
0,timesincevax_pw29-35,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,2332569.653640006,318,-0.25836400984977637,0.08395661808058406,-3.0773513244874975,0.0020884899256397482,-0.4229159575515054,-0.09381206214804733,0.7723140510119997,0.6551336898376081,0.9104538549046622,Unadjusted,postest
0,timesincevax_pw36+,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,36+,12257295.029720027,928,0.08285038134829091,0.08361641668845306,0.9908386968671915,0.32176435036738266,-0.08103478387737097,0.2467355465739528,1.0863792537887327,0.9221616145302155,1.2798406097870523,Unadjusted,postest
0,"ns(tstop_calendar, 3)1","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)1",16131523.731400168,1337,-3.5396179120506925,0.135188833430542,-26.182768370949034,4.1758710841030725e-151,-3.8045831566865393,-3.2746526674148457,0.02902441484295947,0.022268477697688284,0.037830006541653194,Unadjusted,postest
0,"ns(tstop_calendar, 3)2","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)2",24278145.96331951,6689,-6.131589334120634,0.1793044850952181,-34.196519573196994,2.7238322504105083e-256,-6.48301966717376,-5.780159001067508,0.0021731243938753497,0.001529186067473727,0.0030882243382309932,Unadjusted,postest
0,"ns(tstop_calendar, 3)3","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)3",5785501.954359967,247,-3.192883632536595,0.14889608813875804,-21.443703944465675,5.228239559714746e-102,-3.484714602727462,-2.9010526623457276,0.041053317406997594,0.03066250817677203,0.05496532965937942,Unadjusted,postest
0,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2432275.7506400067,2157,-0.05759594625602927,0.08878313259660735,-0.6487262227806341,0.5165153517680675,-0.2316076885800237,0.11641579606796518,0.9440313097713092,0.7932572661547385,1.1234629064900248,Unadjusted,postest
0,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2409996.0054400065,834,0.4115762776620703,0.10665049516138196,3.859112674903938,1.1379946404057039e-4,0.20254514821239838,0.6206074071117422,1.5091948212706605,1.2245153685538759,1.8600575109482331,Unadjusted,postest
0,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2385802.8931600065,436,0.3162060807860776,0.13652962963585105,2.3160253318598736,0.02055688560941469,0.04861292387721716,0.583799237694938,1.3719129513954127,1.0498139141846137,1.7928369216446578,Unadjusted,postest
0,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2332569.653640006,318,0.3680671082322704,0.1525352152807913,2.4129975989788432,0.01582192379815144,0.06910357990785582,0.6670306365566849,1.444939003022531,1.0715471941599726,1.9484430866271754,Unadjusted,postest
0,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12257295.029720027,928,0.3028211946260287,0.10392236562607465,2.913917449835739,0.0035692427507539367,0.09913710081071911,0.5065052884413382,1.3536723989021033,1.1042176783204773,1.6594816398307548,Unadjusted,postest
1,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24278145.96331951,6689,-0.03251875239619486,0.06706706776632465,-0.48486915380730267,0.6277691644253209,-0.16396778976689833,0.09893028497450859,0.9680042972610039,0.848769360498864,1.1039893322315848,Adjusting for time,postest
1,timesincevax_pw1-7,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,TRUE,1-7,2460206.630720007,2016,0,NA,NA,NA,NA,NA,NA,NA,NA,Adjusting for time,postest
1,timesincevax_pw8-14,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,2432275.7506400067,2157,0.46359741293683565,0.038511530768957705,12.037885892360302,2.2463886658786287e-33,0.3881161996401724,0.5390786262334989,1.5897828155948563,1.4742010759705024,1.7144265066397768,Adjusting for time,postest
1,timesincevax_pw15-21,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,2409996.0054400065,834,-0.1879775993794062,0.05617528881363672,-3.346268499001897,8.1907041711727e-4,-0.29807914227526994,-0.07787605648354247,0.8286332689242517,0.7422425946554516,0.9250790769921063,Adjusting for time,postest
1,timesincevax_pw22-28,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,2385802.8931600065,436,-0.43801860908341683,0.07240632081365037,-6.049452646692685,1.4533877537117104e-9,-0.5799323901312244,-0.2961048280356092,0.6453137740477072,0.5599362225001961,0.7437094623317558,Adjusting for time,postest
1,timesincevax_pw29-35,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,29-35,2332569.653640006,318,-0.3726933673860073,0.08412491745731411,-4.430237540204612,9.412934595280568e-6,-0.5375751758047478,-0.2078115589672668,0.6888764324431564,0.5841630290352129,0.8123601042663813,Adjusting for time,postest
1,timesincevax_pw36+,timesincevax_pw,timesincevax_pw,factor,categorical,6,contr.treatment,treatment,FALSE,36+,12257295.029720027,928,0.005390414561890711,0.08167864801158818,0.0659953940609539,0.947381492468908,-0.1546967938467462,0.16547762297052762,1.005404968986174,0.8566748872059697,1.1799565585013514,Adjusting for time,postest
1,"ns(tstop_calendar, 3)1","ns(tstop_calendar, 3)","ns(tstop_calendar, 3)",nmatrix.3,continuous,NA,NA,NA,NA,"ns(tstop_calendar, 3)1",16131523.731400168,1337,-2.3895637335471394,0.17526363863946276,-13.63411003044815,2.5103460003651404e-42,-2.733074153079929,-2.0460533140143498,0.09166966755580142,0.06501910344712099,0.1292439837566423,Adjusting for time,postest
