model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model_name,outcome,pw,term_left,term_right,term_midpoint
1,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2329936.503679995,1345,-0.2946516309100934,0.08489799265946313,-3.4706548609692027,5.19190865991684e-4,-0.46104863888238695,-0.12825462293779982,0.7447910044412458,0.6306220039026195,0.8796293768116892,Adjusting for time,emergency,29-35,28,34,31.5
1,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12100947.858240006,7032,-0.2426691497337029,0.0658074345137647,-3.687564353886865,2.2641084439829098e-4,-0.3716493512956598,-0.11368894817174602,0.7845310331393957,0.6895960060807568,0.8925355375197596,Adjusting for time,emergency,36+,35,41,38.5
2,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24136388.753599577,14058,0.25628142243637214,0.05958367912186917,4.301201708477723,1.6987433697179398e-5,0.13949955729111746,0.3730632875816268,1.2921163072968858,1.1496982967363016,1.4521762416470525,Adjusting for time + demographics,emergency,1-7,0,6,3.5
2,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2439238.0003199945,1418,-0.3894952244085788,0.0815769341061419,-4.774575419833703,1.8008678528811682e-6,-0.5493830772258141,-0.22960737159134353,0.6773987225534339,0.577305853672388,0.7948456202168098,Adjusting for time + demographics,emergency,8-14,7,13,10.5
2,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2417753.7791999946,1418,-0.23017989736779576,0.0808816800351675,-2.845884225793939,0.004428829364003585,-0.3887050772458164,-0.07165471748977514,0.7943906808556179,0.6779341787488566,0.9308522473300901,Adjusting for time + demographics,emergency,15-21,14,20,17.5
2,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2388162.4163199947,1329,-0.2814309319263025,0.08357889805596921,-3.3672486533363983,7.592219918893898e-4,-0.44524256198354684,-0.11761930186905811,0.7547030397603761,0.640668855275165,0.8890344419488297,Adjusting for time + demographics,emergency,22-28,21,27,24.5
2,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2329936.503679995,1345,-0.2968851034412388,0.08484782102870553,-3.4990303798231577,4.66953374179407e-4,-0.46318377682420186,-0.13058643005827578,0.7431293904666997,0.629276975356862,0.8775806403249274,Adjusting for time + demographics,emergency,29-35,28,34,31.5
2,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12100947.858240006,7032,-0.24808636142868642,0.06575907312081705,-3.772655994905604,1.6151891652891638e-4,-0.3769717764022238,-0.11920094645514909,0.7802925531884373,0.6859354331885912,0.8876294168549403,Adjusting for time + demographics,emergency,36+,35,41,38.5
3,vax1_az,vax1_az,vax1_az,numeric,continuous,NA,NA,NA,NA,vax1_az,24136388.753599577,14058,0.25734402409367196,0.05949134359186433,4.325738982450293,1.5202135093844561e-5,0.14074313326172017,0.37394491492562376,1.2934900419635509,1.1511289232735884,1.4534570844600518,Adjusting for time + demographics + clinical,emergency,1-7,0,6,3.5
3,vax1_az:timesincevax_pw8-14,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,2439238.0003199945,1418,-0.3893388447211941,0.08155972281130003,-4.773665619511541,1.809026484482421e-6,-0.5491929640204121,-0.2294847254219762,0.677504662237093,0.5774156175721799,0.794943110965679,Adjusting for time + demographics + clinical,emergency,8-14,7,13,10.5
3,vax1_az:timesincevax_pw15-21,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,2417753.7791999946,1418,-0.2303816486137811,0.08084460991509042,-2.849684708179638,0.0043762587117406335,-0.38883417239154805,-0.07192912483601416,0.7942304277121355,0.6778466663860867,0.9305968496782582,Adjusting for time + demographics + clinical,emergency,15-21,14,20,17.5
3,vax1_az:timesincevax_pw22-28,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,2388162.4163199947,1329,-0.2824407593208421,0.08351261586794728,-3.3820130813223015,7.195671797888502e-4,-0.446122478676747,-0.11875903996493725,0.7539413046313158,0.6401053680018809,0.8880217527366531,Adjusting for time + demographics + clinical,emergency,22-28,21,27,24.5
3,vax1_az:timesincevax_pw29-35,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,2329936.503679995,1345,-0.3000636022808334,0.08476283035468535,-3.540037549775461,4.0007010529261917e-4,-0.4661956970036951,-0.1339315075579717,0.7407711044515654,0.6273844947671948,0.8746499694641241,Adjusting for time + demographics + clinical,emergency,29-35,28,34,31.5
3,vax1_az:timesincevax_pw36+,vax1_az:timesincevax_pw,vax1_az * timesincevax_pw,NA,interaction,NA,NA,NA,NA,vax1_az * 36+,12100947.858240006,7032,-0.2572614186765166,0.06566116156835304,-3.9180150416423616,8.928113627856428e-5,-0.385954930533554,-0.12856790681947913,0.7731660672941293,0.6798011632656238,0.8793538462679751,Adjusting for time + demographics + clinical,emergency,36+,35,41,38.5
