model,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,n,model_name,outcome,term_left,term_right,term_midpoint
0,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,-0.7483208696100445,0.06328273328294765,0.06328872597857446,-11.823920580473976,2.9365306232034425e-32,-0.8723644931554749,-0.6242772460646141,NA,Unadjusted,postest,0,6,3.5
0,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-0.7902269710986467,0.062137368752728385,0.06213104878132406,-12.718712891519393,4.654641423471444e-37,-0.912001589031743,-0.6684523531655504,NA,Unadjusted,postest,7,13,10.5
0,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,-0.29900326931828425,0.08521904551594799,0.08521899371634911,-3.5086458579118496,4.5039419323050436e-4,-0.46602942780107365,-0.13197711083549485,NA,Unadjusted,postest,14,20,17.5
0,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,-0.3586926158237124,0.12035408582803621,0.1203330396028398,-2.980832338380053,0.0028746613075164252,-0.5945410395955104,-0.12284419205191446,NA,Unadjusted,postest,21,27,24.5
0,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,-0.2331383737887251,0.13751577251674443,0.13754169011149212,-1.6950378725151751,0.09006823654229228,-0.5027151327800184,0.03643838520256826,NA,Unadjusted,postest,28,34,31.5
0,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,-0.03496479557048674,0.07974412528205073,0.08000551097724479,-0.43702983886236846,0.6620897083453281,-0.19177271565061044,0.12184312450963697,NA,Unadjusted,postest,35,41,38.5
1,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.019363608670849828,0.06555027905777822,0.06596040314715897,0.29356413464680065,0.7690909851569524,-0.10991640590332416,0.1486436232450238,NA,Adjusting for time,postest,0,6,3.5
1,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-0.048972921500469245,0.06410503021599731,0.06343616824868578,-0.7720031466667886,0.44011256380698544,-0.17330552658511666,0.07535968358417816,NA,Adjusting for time,postest,7,13,10.5
1,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.3874411852730129,0.08750978998253751,0.08728426625281285,4.438843355236742,9.044360983576839e-6,0.2163671670004949,0.558515203545531,NA,Adjusting for time,postest,14,20,17.5
1,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.24484784794915038,0.12277859862115538,0.12311878425656213,1.9887123595934972,0.04673296098733874,0.003539464985931634,0.48615623091236915,NA,Adjusting for time,postest,21,27,24.5
1,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,0.2895350108358779,0.14026966521618048,0.13862875579907857,2.0885638709440277,0.03674700027950758,0.017827642248085807,0.5612423794236701,NA,Adjusting for time,postest,28,34,31.5
1,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.2192532148840797,0.08247652502596092,0.08256992310065694,2.6553641647067887,0.007922283259675682,0.057419139400550295,0.38108729036760913,NA,Adjusting for time,postest,35,41,38.5
2,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.04432236244013912,0.06560184769873936,0.06598995891364688,0.6716531298062856,0.5018045463350354,-0.08501558037188664,0.1736603052521649,NA,Adjusting for time + demographics,postest,0,6,3.5
2,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-0.025232709595240713,0.06415947804829464,0.06343770025307761,-0.3977557429506057,0.6908102432747713,-0.1495683173533203,0.09910289816283886,NA,Adjusting for time + demographics,postest,7,13,10.5
2,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.40972834056596014,0.08757047629537953,0.08739354752063637,4.688313407453912,2.754659231209985e-6,0.23844013494432315,0.5810165461875971,NA,Adjusting for time + demographics,postest,14,20,17.5
2,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.26502568521361686,0.12284310732808662,0.12327375391316583,2.1498954708583082,0.031563483975133116,0.023413567304758326,0.5066378031224754,NA,Adjusting for time + demographics,postest,21,27,24.5
2,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,0.3080018549221961,0.14033356397413535,0.13868184309332393,2.2209241530986197,0.026356099008569066,0.036190437149646426,0.5798132726947458,NA,Adjusting for time + demographics,postest,28,34,31.5
2,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.23220179447302589,0.08252524865332098,0.08262120964766646,2.81043808803136,0.004947410650545432,0.07026719920446642,0.3941363897415854,NA,Adjusting for time + demographics,postest,35,41,38.5
3,1-7,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 1-7,0.039222963561591676,0.06562559863210539,0.06603112334486017,0.5940072131855496,0.5525072885125278,-0.0901956600530562,0.16864158717623956,NA,Adjusting for time + demographics + clinical,postest,0,6,3.5
3,8-14,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 8-14,-0.03253718753979757,0.0641852131100577,0.06349081426140567,-0.5124707868107472,0.6083215606028942,-0.1569768968412747,0.09190252176167954,NA,Adjusting for time + demographics + clinical,postest,7,13,10.5
3,15-21,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 15-21,0.39946374819574937,0.08757372288832606,0.08745974926414364,4.567401022261103,4.938087218251883e-6,0.22804578954112437,0.5708817068503744,NA,Adjusting for time + demographics + clinical,postest,14,20,17.5
3,22-28,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 22-28,0.2549046405166591,0.12282624915384927,0.12327669330439621,2.067743980504455,0.03866410390091567,0.013286761506852568,0.49652251952646564,NA,Adjusting for time + demographics + clinical,postest,21,27,24.5
3,29-35,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 29-35,0.2984214635935833,0.14029834234397556,0.1386068547641378,2.1530065313248476,0.03131816523656063,0.026757020245499252,0.5700859069416673,NA,Adjusting for time + demographics + clinical,postest,28,34,31.5
3,36+,vax1_az:strata(timesincevax_pw),vax1_az * strata(timesincevax_pw),NA,interaction,NA,NA,NA,NA,vax1_az * 36+,0.22668899257579408,0.082466394028102,0.0825063474398214,2.747533972960527,0.006004528787412846,0.0649795230977957,0.38839846205379247,NA,Adjusting for time + demographics + clinical,postest,35,41,38.5
